0.0	1.0	10.3666172	5.8822217
0.0	2.0	12.55348873	6.51690054
10.0	1.0	10.38894272	5.66889143
10.0	2.0	12.57540703	6.30252361
20.0	1.0	10.40882206	5.41871691
20.0	2.0	12.60086823	5.98601007
30.0	1.0	10.42941666	5.15538549
30.0	2.0	12.61504555	5.62264442
40.0	1.0	10.48351955	4.83356714
40.0	2.0	12.66446304	5.15570545
50.0	1.0	10.50345707	4.5676775
50.0	2.0	12.71254063	4.71038055
60.0	1.0	10.51484013	4.35160542
60.0	2.0	12.74571228	4.28507042
70.0	1.0	10.5160284	4.17733431
70.0	2.0	12.79409027	3.86359692
80.0	1.0	10.53483772	4.04493952
80.0	2.0	12.80288982	3.52656245
90.0	1.0	10.53011799	3.94419885
90.0	2.0	12.81732464	3.20837593
100.0	1.0	10.54493904	3.83817816
100.0	2.0	12.83227158	2.92208409
110.0	1.0	10.54122829	3.75393963
110.0	2.0	12.83085346	2.70875192
120.0	1.0	10.56029415	3.58908391
120.0	2.0	12.83446217	2.50110674
130.0	1.0	10.56775284	3.34494019
130.0	2.0	12.82219982	2.31121683
140.0	1.0	10.57514763	3.03815699
140.0	2.0	12.83170223	2.11274242
150.0	1.0	10.56867504	2.62488842
150.0	2.0	12.83266258	1.86618948
160.0	1.0	10.57514191	2.13874531
160.0	2.0	12.83738327	1.58770275
170.0	1.0	10.60901737	1.62383652
170.0	2.0	12.86756229	1.29357672
180.0	1.0	10.61789608	1.14489985
180.0	2.0	12.86263275	1.01673937
190.0	1.0	10.62935543	0.77292013
190.0	2.0	12.87538528	0.8000145
200.0	3.0	12.54808903	6.09497643
200.0	4.0	12.13039112	6.86764002
210.0	3.0	12.54099083	5.8540411
210.0	4.0	12.13468075	6.66048098
220.0	3.0	12.56696796	5.48155594
220.0	4.0	12.14586067	6.34285736
230.0	3.0	12.6229744	5.04744816
230.0	4.0	12.16288757	5.96865749
240.0	3.0	12.65544796	4.58998585
240.0	4.0	12.18033504	5.56469774
250.0	3.0	12.70567799	4.13302708
250.0	4.0	12.21788597	5.14333439
260.0	3.0	12.75888062	3.71742797
260.0	4.0	12.25662422	4.73405981
270.0	3.0	12.77881813	3.28563595
270.0	4.0	12.27279091	4.32837248
280.0	3.0	12.80399895	2.8597703
280.0	4.0	12.29244709	3.91927862
290.0	3.0	12.79598331	2.48825073
290.0	4.0	12.30238914	3.53528619
300.0	3.0	12.84251404	2.03402042
300.0	4.0	12.317173	3.12040877
310.0	3.0	12.88425922	1.51667547
310.0	4.0	12.33059597	2.64492035
320.0	3.0	12.91493702	1.00434446
320.0	4.0	12.34775448	2.14225578
330.0	3.0	12.9807663	0.42434168
330.0	4.0	12.40663719	1.60055256
340.0	3.0	13.00203705	-0.11904621
340.0	4.0	12.42093754	1.07424116
350.0	3.0	13.05356216	-0.65035963
350.0	4.0	12.47770309	0.54263449
360.0	3.0	13.08170223	-1.15371656
360.0	4.0	12.50414371	0.04985523
370.0	3.0	13.11167526	-1.59445667
370.0	4.0	12.53629398	-0.38634109
